Learning Rate,Epochs,Architecture,Activation,Optimizer,Batch Size,MSE,RMSE,R²,Loss History,Val Loss History
0.01,20,"[244, 128, 64, 1]",sigmoid,batch,32,7012.473408135018,83.74051234698184,-3.5182686711372497,"[6667.829065584937, 6621.464626450379, 6621.463974059654, 6621.463338245617, 6621.462718388826, 6621.462113900222, 6621.461524219294, 6621.460948812374, 6621.46038717105, 6621.4598388106915, 6621.459303269081, 6621.458780105132, 6621.458268897702, 6621.45776924447, 6621.45728076091, 6621.456803079315, 6621.4563358478845, 6621.455878729884, 6621.455431402838, 6621.454993557798]","[7171.118635565483, 7171.117959886984, 7171.117301375901, 7171.116659390734, 7171.116033321456, 7171.115422587604, 7171.114826636512, 7171.114244941662, 7171.113677001175, 7171.113122336374, 7171.112580490468, 7171.112051027313, 7171.11153353027, 7171.111027601117, 7171.110532859048, 7171.110048939738, 7171.109575494456, 7171.10911218925, 7171.108658704158, 7171.108214732499]"
0.01,30,"[244, 128, 64, 1]",sigmoid,batch,32,7012.485573830099,83.74058498619472,-3.5182765097236874,"[6699.8092374784555, 6621.496992146118, 6621.495354212766, 6621.493778754091, 6621.492262292082, 6621.4908016012605, 6621.489393686207, 6621.48803576145, 6621.486725233415, 6621.485459684228, 6621.484236857091, 6621.483054643131, 6621.481911069495, 6621.480804288577, 6621.4797325682575, 6621.478694283036, 6621.477687905966, 6621.47671200132, 6621.475765217887, 6621.474846282857, 6621.47395399623, 6621.473087225691, 6621.4722449019255, 6621.471426014292, 6621.470629606871, 6621.469854774816, 6621.469100660998, 6621.468366452906, 6621.467651379784, 6621.466954709999]","[7171.1525399918455, 7171.150835968214, 7171.149196935556, 7171.147619275974, 7171.146099634251, 7171.144634894468, 7171.1432221590885, 7171.141858730194, 7171.140542092613, 7171.139269898737, 7171.138039954823, 7171.136850208617, 7171.135698738144, 7171.134583741561, 7171.13350352793, 7171.132456508837, 7171.131441190742, 7171.130456168031, 7171.129500116643, 7171.12857178825, 7171.127670004939, 7171.126793654329, 7171.125941685067, 7171.125113102734, 7171.124306966033, 7171.123522383306, 7171.122758509305, 7171.122014542223, 7171.121289720948, 7171.1205833225085]"
0.01,20,"[244, 128, 64, 1]",tanh,sgd,32,7012.502208662492,83.74068430973378,-3.518287227859454,"[6633.011306727028, 6625.134587839507, 6621.415053319439, 6621.415053319439, 6621.415053319438, 6621.415053319438, 6621.415053319438, 6621.415053319438, 6621.415053319438, 6621.415053319438, 6621.415053319438, 6621.415053319438, 6621.415053319437, 6621.415053319436, 6621.415053319436, 6621.415053319437, 6621.415053319437, 6621.415053319436, 6621.415053319436, 6621.415053319436]","[7185.5800962957, 7171.067287017387, 7171.067287017382, 7171.067287017377, 7171.067287017372, 7171.067287017368, 7171.067287017363, 7171.0672870173585, 7171.067287017354, 7171.0672870173485, 7171.067287017344, 7171.067287017339, 7171.067287017335, 7171.06728701733, 7171.067287017326, 7171.067287017321, 7171.067287017317, 7171.067287017313, 7171.067287017308, 7171.067287017305]"
0.01,20,"[244, 64, 1]",tanh,batch,32,7012.502970665908,83.74068885951385,-3.518287718832604,"[6780.779716324877, 6625.898503086712, 6622.508685661867, 6621.874846329554, 6621.726000988232, 6621.655397872492, 6621.613374808729, 6621.585218828173, 6621.564910048185, 6621.5495004690365, 6621.537367210013, 6621.527539539267, 6621.5193995167165, 6621.51253421433, 6621.506656732373, 6621.501561248041, 6621.49709609285, 6621.493146930133, 6621.489625860769, 6621.486464148642]","[7175.944568106134, 7172.211864448813, 7171.545992511869, 7171.390887195196, 7171.317364825895, 7171.273594660967, 7171.244256683641, 7171.223087124223, 7171.2070189723945, 7171.1943636358965, 7171.184110839865, 7171.175617285974, 7171.168452967314, 7171.162319023983, 7171.157000986985, 7171.152340769898, 7171.148219164442, 7171.144544502174, 7171.141245081734, 7171.138263975106]"
0.01,30,"[244, 64, 1]",tanh,batch,32,7012.5084725747865,83.74072171037689,-3.518291263816103,"[6771.436870915003, 6628.713526665004, 6625.634452021271, 6622.755737005774, 6622.076175809941, 6621.87320814029, 6621.772754562563, 6621.711779080397, 6621.670413988199, 6621.6403045264415, 6621.617292846879, 6621.599064722298, 6621.58422441119, 6621.571877533562, 6621.56142311806, 6621.552441608008, 6621.54463072948, 6621.537766882411, 6621.531680908714, 6621.526242338391, 6621.5213488332665, 6621.516918925671, 6621.512886907591, 6621.509199159694, 6621.505811466537, 6621.502687020978, 6621.499794919093, 6621.497109009916, 6621.494607005744, 6621.492269786336]","[7179.000324751312, 7175.647026053803, 7172.5046268439455, 7171.771669105026, 7171.553654686333, 7171.445954732485, 7171.38067335196, 7171.336443113543, 7171.304286242012, 7171.279737571922, 7171.260313085762, 7171.244515324798, 7171.231385145825, 7171.220278332932, 7171.210745327233, 7171.202462374462, 7171.1951900848835, 7171.188747430886, 7171.182994846104, 7171.17782290326, 7171.17314452788, 7171.168889519246, 7171.165000615885, 7171.161430618735, 7171.158140253334, 7171.155096557848, 7171.152271651446, 7171.149641781882, 7171.147186580841, 7171.144888475833]"
0.01,30,"[244, 64, 1]",sigmoid,batch,32,7012.57347208355,83.74110980924213,-3.518333144223627,"[6704.547243096427, 6621.871942265425, 6621.837613692327, 6621.808138775808, 6621.782548444143, 6621.76011687466, 6621.740289373704, 6621.722634558785, 6621.706811773343, 6621.6925483449695, 6621.6796233762525, 6621.66785597425, 6621.657096559414, 6621.647220351424, 6621.638122420001, 6621.629713878135, 6621.6219189209, 6621.614672498154, 6621.607918468002, 6621.601608118826, 6621.595698976659, 6621.59015383556, 6621.584939963715, 6621.580028449168, 6621.575393657279, 6621.571012778263, 6621.566865447772, 6621.562933427155, 6621.559200332647, 6621.555651405022]","[7171.540260216875, 7171.504714534069, 7171.474194721348, 7171.447697331867, 7171.424470792215, 7171.403940726698, 7171.385660444592, 7171.369277199652, 7171.354508641884, 7171.341126033508, 7171.3289420608935, 7171.317801835163, 7171.307576146871, 7171.298156341213, 7171.289450376145, 7171.2813797561, 7171.27387712209, 7171.266884339623, 7171.260350968256, 7171.254233026646, 7171.248491988498, 7171.243093960477, 7171.238009004709, 7171.233210576989, 7171.228675058237, 7171.224381361635, 7171.220310601498, 7171.216445812887, 7171.212771713056, 7171.20927449765]"
0.01,20,"[244, 64, 1]",sigmoid,batch,32,7012.636043264209,83.74148340735438,-3.518373460013625,"[6709.863192281081, 6622.023613568908, 6621.963415262121, 6621.914229032129, 6621.8732580590595, 6621.838584830716, 6621.808849128432, 6621.783058376227, 6621.760470767671, 6621.7405204578345, 6621.722768110582, 6621.7068672860405, 6621.692541034683, 6621.679565248047, 6621.667756589968, 6621.656963599447, 6621.647060031532, 6621.637939804573, 6621.629513118346, 6621.6217034377105]","[7171.69174552881, 7171.629927649464, 7171.579421811736, 7171.537354438836, 7171.501755520004, 7171.471227677592, 7171.444751274953, 7171.421564319787, 7171.40108559661, 7171.382863854926, 7171.366543274408, 7171.351839417737, 7171.33852212581, 7171.326403119248, 7171.315326858507, 7171.305163703279, 7171.2958047222, 7171.28715770545, 7171.279144066467, 7171.27169640938]"
0.001,30,"[244, 128, 64, 1]",tanh,batch,32,7013.487015516004,83.74656420126144,-3.5189217574604053,"[6770.818496189849, 6680.162799136457, 6649.493867220323, 6638.500059523173, 6633.33083138011, 6630.429748567242, 6628.600082890487, 6627.351569579974, 6626.450429056624, 6625.772190215769, 6625.244901656041, 6624.824250363079, 6624.481538398148, 6624.1974061788, 6623.958344802209, 6623.754655891704, 6623.579205653449, 6623.426635576904, 6623.292846398937, 6623.174651341122, 6623.069537412917, 6622.9754975617325, 6622.890910376867, 6622.814452391853, 6622.7450331601685, 6622.681746515184, 6622.623833511799, 6622.5706539204175, 6622.521664064064, 6622.4763994167315]","[7231.217540362318, 7199.757065432557, 7188.575158029844, 7183.3004853625525, 7180.33322407162, 7178.4587969894055, 7177.1782544106, 7176.253185456884, 7175.556457252187, 7175.01449197428, 7174.581931773131, 7174.2293791575785, 7173.936989708799, 7173.690908538695, 7173.481184123807, 7173.300493407057, 7173.143333685774, 7173.005494007194, 7172.883699799688, 7172.775368153379, 7172.67843567284, 7172.591235060694, 7172.512405118314, 7172.4408240993935, 7172.375559664438, 7172.315830821026, 7172.260978641177, 7172.210443490139, 7172.163747143742, 7172.120478616609]"
0.001,20,"[244, 128, 64, 1]",tanh,batch,32,7013.582459784083,83.74713403922598,-3.5189832539996715,"[6775.081661525649, 6650.702328207605, 6633.806619706155, 6629.57313777473, 6627.491842770962, 6626.244209127663, 6625.4126997984795, 6624.8192998575405, 6624.374927366523, 6624.029995941651, 6623.754697476481, 6623.5300342654355, 6623.343327240654, 6623.185792440269, 6623.051153420468, 6622.934807236738, 6622.83330239167, 6622.7440006089555, 6622.664851118094, 6622.594236093312]","[7199.804249324342, 7183.417482472321, 7179.240326133742, 7177.16828204718, 7175.922157669863, 7175.090129254077, 7174.495611740556, 7174.049978169812, 7173.703803117262, 7173.427335525677, 7173.201594560868, 7173.013901898021, 7172.8554679924255, 7172.720008671673, 7172.6029129240915, 7172.500721605421, 7172.410789496561, 7172.331059655858, 7172.259908830175, 7172.196039130475]"
0.001,30,"[244, 128, 64, 1]",sigmoid,batch,32,7013.966844467709,83.74942892024822,-3.519230920289811,"[6694.703062352057, 6667.3844639384615, 6648.929143767139, 6639.63080136382, 6634.7282830804415, 6631.818165007508, 6629.91833312723, 6628.589122877804, 6627.610412292571, 6626.861280419465, 6626.270238483882, 6625.792478989832, 6625.398559972106, 6625.068370721394, 6624.787722538069, 6624.546327029686, 6624.336547007426, 6624.152597104547, 6623.9900163844795, 6623.845311013981, 6623.715706421935, 6623.598971786109, 6623.493293411076, 6623.397181841597, 6623.3094026891495, 6623.2289244086205, 6623.154878377181, 6623.086528027164, 6623.023244728004, 6622.964488758627]","[7218.718144886364, 7199.5893656952585, 7189.950599998508, 7184.868373836552, 7181.8515352093655, 7179.882023462968, 7178.50406241209, 7177.489458752414, 7176.712856195836, 7176.100143316235, 7175.604868649961, 7175.1965099778545, 7174.8542187069215, 7174.563285548977, 7174.313044639896, 7174.095578602152, 7173.904889830031, 7173.736353744765, 7173.586348355318, 7173.451997322526, 7173.330988005442, 7173.221440192975, 7173.121809808985, 7173.030817200729, 7172.94739299944, 7172.870636734543, 7172.799784834078, 7172.734185621864, 7172.673279591838, 7172.616583706092]"
0.001,30,"[244, 64, 1]",sigmoid,batch,32,7014.419227237046,83.75212968777001,-3.5195223990270685,"[6668.049805526468, 6652.6568897074585, 6643.521584742257, 6638.1136506558, 6634.695309361118, 6632.384206883887, 6630.733008098466, 6629.500772320216, 6628.548948561715, 6627.793102549112, 6627.179184663189, 6626.671134668506, 6626.24403963941, 6625.880169247076, 6625.566579263171, 6625.293608791562, 6625.0539072190295, 6624.8417861679545, 6624.652777029612, 6624.483322110602, 6624.330554744821, 6624.192139942169, 6624.066157043126, 6623.951012041745, 6623.84537120335, 6623.74811019315, 6623.658274656141, 6623.575049356589, 6623.497733789192, 6623.42572273535]","[7203.3563489108365, 7193.9075074816565, 7188.3162919500855, 7184.783083866415, 7182.394794186428, 7180.688701957102, 7179.415650129885, 7178.4323924734135, 7177.651647202661, 7177.017548969226, 7176.492830028263, 7176.051745489705, 7175.675974309852, 7175.352141886764, 7175.070266699738, 7174.822754581454, 7174.603728953697, 7174.408573561385, 7174.23361330649, 7174.0758870295, 7173.932982853283, 7173.802916936327, 7173.684042884279, 7173.574983165766, 7173.474576555394, 7173.381837408722, 7173.29592378112, 7173.216112233024, 7173.141777744215, 7173.072377570363]"
0.001,20,"[244, 128, 64, 1]",sigmoid,batch,32,7014.667103613606,83.7536094960307,-3.5196821104443305,"[6673.829127790295, 6652.362008846197, 6641.239809474523, 6635.564593709363, 6632.301435451293, 6630.21989928999, 6628.787658218663, 6627.74606031475, 6626.956318633094, 6626.337876003515, 6625.84097307451, 6625.433298545426, 6625.092995904536, 6624.804770124029, 6624.557607210047, 6624.343379900266, 6624.155963338813, 6623.990656169441, 6623.843790970067, 6623.712465671204]","[7203.106586128095, 7191.592155005604, 7185.71690961253, 7182.338702139272, 7180.183740081718, 7178.700950341396, 7177.622572652536, 7176.804931770511, 7176.164632378748, 7175.6501614914605, 7175.228068727525, 7174.87572682503, 7174.577301232008, 7174.321389332549, 7174.099577022301, 7173.905523221197, 7173.734360562405, 7173.582292093285, 7173.446313223336, 7173.324015865089]"
0.001,30,"[244, 64, 1]",tanh,batch,32,7014.681801399054,83.75369724017594,-3.519691580504274,"[6771.290835190771, 6708.506706458113, 6671.820477956373, 6655.4596519789875, 6646.175433461185, 6640.4615469852515, 6636.705530515709, 6634.091859197521, 6632.186611541773, 6630.74501807926, 6629.620955387214, 6628.722704253074, 6627.990165863991, 6627.382493500373, 6626.871044988289, 6626.435190276792, 6626.059721275653, 6625.733197558515, 6625.446858448658, 6625.193888846034, 6624.968912266908, 6624.767633524287, 6624.586582198958, 6624.422925385773, 6624.274328934123, 6624.138853205151, 6624.014873772872, 6623.901020403797, 6623.796129602956, 6623.699207348387]","[7260.502869386013, 7221.9398204829395, 7205.357409554236, 7196.017416871362, 7190.274568049772, 7186.497634245858, 7183.867380320375, 7181.94861547079, 7180.495849937642, 7179.362451396423, 7178.456318813064, 7177.717062219636, 7177.103611113912, 7176.587150011853, 7176.146913504544, 7175.767586824672, 7175.4376446903725, 7175.1482583049865, 7174.892557394501, 7174.665120404535, 7174.461615031915, 7174.278540057783, 7174.113036834853, 7173.962749551893, 7173.825720228132, 7173.700308813455, 7173.58513169092, 7173.479013841277, 7173.380951270217, 7173.290081229203]"
0.001,20,"[244, 64, 1]",sigmoid,batch,32,7015.447557839603,83.7582685938505,-3.5201849717991402,"[6673.894029083531, 6656.442634090397, 6645.732918081205, 6639.460097758866, 6635.57473776042, 6632.99556606431, 6631.179756847555, 6629.840342782078, 6628.815276141251, 6628.0073505295095, 6627.355166055732, 6626.818217654284, 6626.368787812813, 6625.987310767376, 6625.659602642162, 6625.375142034071, 6625.125966510675, 6624.905943403031, 6624.7102753632125, 6624.535157355754]","[7207.2416119609325, 7196.162931270031, 7189.679588333127, 7185.666302681459, 7183.003422421777, 7181.1293382646845, 7179.747328091734, 7178.689909309298, 7177.856649998463, 7177.184130735122, 7176.630524061038, 7176.167213348401, 7175.77400171492, 7175.436250051577, 7175.143100785553, 7174.886338112173, 7174.659634941112, 7174.4580423566895, 7174.277635487579, 7174.115262805659]"
0.001,20,"[244, 64, 1]",tanh,batch,32,7016.10665205175,83.76220300381163,-3.5206096386116537,"[6778.055851839609, 6714.20415017555, 6673.326755882898, 6656.039690101784, 6646.512891383846, 6640.707973942719, 6636.903973120201, 6634.259220625588, 6632.331570105535, 6630.8728477738305, 6629.735195111816, 6628.825878595209, 6628.084151700053, 6627.468728821682, 6626.950657536058, 6626.509081335338, 6626.128622583907, 6625.797711244555, 6625.507485800685, 6625.251051501144]","[7266.681567312742, 7223.52857100912, 7205.930258690613, 7196.3251015909755, 7190.4871963446885, 7186.663538249429, 7184.004823631516, 7182.066426956133, 7180.599089671083, 7179.454357699614, 7178.539120940066, 7177.792374548075, 7177.17264689722, 7176.650847283727, 7176.206014023466, 7175.822688029885, 7175.489235237022, 7175.196743140491, 7174.938275919681, 7174.7083599179405]"
0.01,20,"[244, 64, 1]",relu,sgd,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[8439.84568623299, 6766.457498593227, 6766.457498593228, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.01,30,"[244, 128, 64, 1]",relu,batch,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[6758.029722844117, 6365.294634240132, 1754.8994668273224, 69069.86998257633, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228]","[6888.00751256463, 1776.538021469367, 72524.9928680547, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.01,30,"[244, 128, 64, 1]",relu,mini_batch,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[7421.200331941049, 6767.087781294718, 6766.121255223824, 6764.220432787949, 6765.242745439932, 6766.413783083439, 6763.4258022683425, 6767.048792746037, 6765.456738740998, 6769.270269691415, 6769.0235714766295, 6765.556601249182, 6763.991289649387, 6765.4825500353645, 6766.868330811881, 6769.580445143858, 6772.247657424359, 6769.017055402988, 6766.535638682251, 6768.359627312769, 6768.25646256927, 6765.069793108458, 6766.940232964191, 6766.5750707576335, 6764.8054450678665, 6763.525771374918, 6765.9921208535, 6766.015097658587, 6765.955569495008, 6764.781956115847]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.001,30,"[244, 128, 64, 1]",relu,sgd,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[20331.598056150284, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593228, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593228, 6766.457498593227, 6766.457498593227]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.01,20,"[244, 128, 64, 1]",relu,mini_batch,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[7264.389517331662, 6767.314337686178, 6768.824635098964, 6769.164953988087, 6764.73709044525, 6764.329041021618, 6764.160109302809, 6766.518342304118, 6767.449624986263, 6763.925348132073, 6771.073160456708, 6766.447972202641, 6765.8163411116375, 6764.1000366784165, 6767.860561048273, 6768.2801169779395, 6766.737711259879, 6765.207109431409, 6768.769897088067, 6769.472126061834]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.01,20,"[244, 128, 64, 1]",relu,batch,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[6766.2948331098205, 6762.678986341341, 6550.6479886327925, 4635.694476285767, 322160.94972923637, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228, 6766.457498593228]","[7317.820516394559, 7097.850543330367, 5055.289583965756, 349851.97645975824, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.01,20,"[244, 128, 64, 1]",relu,sgd,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[6779.937069687525, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593228, 6766.457498593228, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.01,30,"[244, 64, 1]",relu,sgd,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[64833.769564483846, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593228, 6766.457498593228, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593228, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.01,30,"[244, 128, 64, 1]",relu,sgd,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[6838.52528207327, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593228, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227, 6766.457498593227]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
0.001,20,"[244, 128, 64, 1]",relu,sgd,32,7161.222005630631,84.62400372016577,-3.61411019363919,"[6861.068412463057, 6766.434972216832, 6766.432730813313, 6766.427498449594, 6766.410312367752, 6766.361508815608, 6766.301168939914, 6766.301079918287, 6766.301628411483, 6766.301428021235, 6766.302154517193, 6766.301789602328, 6766.302706959965, 6766.302129838755, 6766.303228365497, 6766.302414503563, 6766.303660751205, 6766.3026208999345, 6766.303965099656, 6766.302743176581]","[7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837, 7321.331133022837]"
