activation,optimizer,learning_rate,architecture,batch_size,training_time,val_metrics,test_metrics,train_loss_history,val_loss_history
sigmoid,mini_batch,0.001,"[5000, 128, 90]",32,7.375753164291382,"{'Hamming Loss': array(0.01281281), 'Accuracy': array(0.07786358), 'Precision': array(1.), 'Recall': array(0.06325144), 'F1 Score': array(0.11897738)}","{'Hamming Loss': array(0.01119208), 'Accuracy': array(0.2331898), 'Precision': array(0.99858156), 'Recall': array(0.18803419), 'F1 Score': array(0.31647561)}","[0.07078896531515713, 0.04992381530533998, 0.04930655212198722, 0.049182120206205625, 0.04900416491974901, 0.04896960537574151, 0.048896707032764636, 0.04884543577087616, 0.0487948107067049, 0.04871442517614893, 0.048629787257078914, 0.048544551877455454, 0.04850508027025448, 0.04843034562116604, 0.04829762182748978, 0.04810946584331863, 0.04798672420078127, 0.04782105198305126, 0.04773359785757201, 0.04755130441179271]","[0.050660718475202864, 0.04966563799201742, 0.049323553941037684, 0.04917234630013431, 0.049024812613320604, 0.04901289444113756, 0.04887194368814024, 0.04899691139749635, 0.04880375388654628, 0.048700664795239185, 0.048713431033408784, 0.04857745533204567, 0.048474043891313066, 0.048341573015218985, 0.04816369857273856, 0.048092997993533886, 0.04795563628997226, 0.04779573168493435, 0.04766025176350686, 0.04752148045895588]"
sigmoid,mini_batch,0.001,"[5000, 128, 90]",32,11.080726385116577,"{'Hamming Loss': array(0.01101816), 'Accuracy': array(0.24066924), 'Precision': array(0.99468085), 'Recall': array(0.19550444), 'F1 Score': array(0.32678025)}","{'Hamming Loss': array(0.01036031), 'Accuracy': array(0.30804902), 'Precision': array(0.99892589), 'Recall': array(0.24839744), 'F1 Score': array(0.39786096)}","[0.06987085750831584, 0.04985028746297587, 0.04939590378354182, 0.049160627139757475, 0.049246211972167456, 0.04899931915053455, 0.04898073525260491, 0.04897485100857329, 0.048864848711574586, 0.04872603163937892, 0.04875250855647058, 0.04858380262010134, 0.04854150972197293, 0.04861674375395508, 0.04843292585419149, 0.04823415227465081, 0.048120759486581885, 0.047982387941429255, 0.047928346769649126, 0.04777894836181534, 0.04759592593088513, 0.047370340285965026, 0.047097331175961044, 0.04704155253798709, 0.04674355617082097, 0.04647282546859481, 0.046338933424572, 0.04611480607590692, 0.045832768125478394, 0.04564010145557647]","[0.050563055965739505, 0.049621018711518396, 0.04927925941039463, 0.049152218855902534, 0.04908216132354143, 0.049022386273513116, 0.048911938170436556, 0.0489340358185387, 0.048865911363296786, 0.0487532480572312, 0.04870634621786634, 0.048577637276869284, 0.048578404050730176, 0.04851076253141015, 0.04832413288156085, 0.04819312757311892, 0.04806980862757003, 0.04799434719554924, 0.0477939169911272, 0.047610359623705086, 0.04745094801080542, 0.047337303722020385, 0.0470392561197316, 0.04697901021504038, 0.046624161046448495, 0.0464738783489082, 0.0462060808355252, 0.04600759537729185, 0.04579776456137027, 0.04558257140575445]"
sigmoid,mini_batch,0.001,"[5000, 128, 64, 90]",32,8.819174766540527,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.07327534301250332, 0.049746723410107024, 0.04937536087976931, 0.04922077287982538, 0.04941422704926307, 0.04911984817588342, 0.04909380962096832, 0.0492165769321419, 0.04906729481280311, 0.04908161110298467, 0.049145244109145975, 0.04914533851983937, 0.04907355846547403, 0.049156405864574364, 0.049239064701953855, 0.04906928504148855, 0.04908996186965703, 0.049101914748975614, 0.04910192408460977, 0.049015536506244475]","[0.050202892151088474, 0.04949961824626166, 0.0493652610947986, 0.04924333436570629, 0.049213729547152564, 0.04910679122604523, 0.04921063195734922, 0.04917622026022407, 0.049200796858752255, 0.049102587864578835, 0.049187438112463566, 0.04929939799141372, 0.049154061309450915, 0.049177346199056664, 0.049206630822492915, 0.049220956922279305, 0.049106485499500425, 0.04913540112142904, 0.04914814484423705, 0.04912280390779003]"
sigmoid,mini_batch,0.001,"[5000, 128, 64, 90]",32,13.142163276672363,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.07221652557132664, 0.04968618107243857, 0.04939391879122503, 0.049198153728060974, 0.04921822761911463, 0.04929939375512599, 0.04917041200317965, 0.04922554487489897, 0.04924451331901034, 0.04928232228409836, 0.04905614379353641, 0.04911924867926655, 0.049062121105188546, 0.04911424052266336, 0.04909535990290625, 0.04913903832458211, 0.049189953914993, 0.049136990684665795, 0.04907232768780881, 0.049121415149773195, 0.049111927308404746, 0.049179591636374836, 0.04909710082320884, 0.04914579264071467, 0.049196085589996184, 0.04916026152532851, 0.04912847883721156, 0.04910149761254328, 0.04908994847866663, 0.04903277189215589]","[0.05008648063296533, 0.04948002097692263, 0.0492926794736276, 0.049526956217274085, 0.049273806142728936, 0.04916637920402818, 0.04923465691549866, 0.049186666655925866, 0.04912329504818841, 0.04927579067485824, 0.04928450434748146, 0.049107648454563266, 0.04915911354777327, 0.04919300940886187, 0.04914133131548032, 0.049199001149578175, 0.04912744366770624, 0.04917497708564456, 0.04915242236560209, 0.049163972274433414, 0.04930589433710426, 0.04908655558334535, 0.04923940608007627, 0.04917743545619187, 0.04918441144206676, 0.04923123099952772, 0.04912301266035324, 0.04916586999509557, 0.04912040281011195, 0.04920991655345154]"
sigmoid,batch,0.01,"[5000, 128, 90]",32,2.50545597076416,"{'Hamming Loss': array(0.01656657), 'Accuracy': array(0.36679537), 'Precision': array(0.37001287), 'Recall': array(0.30057501), 'F1 Score': array(0.33169888)}","{'Hamming Loss': array(0.01688933), 'Accuracy': array(0.35872806), 'Precision': array(0.360053), 'Recall': array(0.2903312), 'F1 Score': array(0.32145498)}","[0.7587855171741735, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894, 0.30567757783978894]","[0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355, 0.30516742391182355]"
sigmoid,batch,0.01,"[5000, 128, 90]",32,3.792869806289673,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.7443394129607885, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672]","[0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251]"
sigmoid,batch,0.01,"[5000, 128, 64, 90]",32,2.5588669776916504,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.7226145428629969, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672]","[0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251]"
sigmoid,batch,0.01,"[5000, 128, 64, 90]",32,3.8568334579467773,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.7477772994960243, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672, 0.2526236461429672]","[0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251, 0.2519573922759251]"
sigmoid,batch,0.001,"[5000, 128, 90]",32,2.555046796798706,"{'Hamming Loss': array(0.01656657), 'Accuracy': array(0.36679537), 'Precision': array(0.37001287), 'Recall': array(0.30057501), 'F1 Score': array(0.33169888)}","{'Hamming Loss': array(0.01688933), 'Accuracy': array(0.35872806), 'Precision': array(0.360053), 'Recall': array(0.2903312), 'F1 Score': array(0.32145498)}","[0.8391874742041769, 0.18835333349224392, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406, 0.30567757783401406]","[0.18775211564264485, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598, 0.3051674239061598]"
sigmoid,batch,0.001,"[5000, 128, 90]",32,3.821537971496582,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.740929716217378, 0.2441401711712213, 0.33376778478208424, 0.21606310390143446, 0.2526236143304623, 0.2526236143147945, 0.2526236142991114, 0.2526236142834128, 0.25262361426769875, 0.2526236142519693, 0.25262361423622426, 0.2526236142204638, 0.2526236142046878, 0.2526236141888963, 0.25262361417308915, 0.2526236141572664, 0.2526236141414281, 0.2526236141255741, 0.2526236141097045, 0.2526236140938191, 0.2526236140779181, 0.25262361406200134, 0.2526236140460688, 0.25262361403012046, 0.2526236140141563, 0.2526236139981764, 0.25262361398218064, 0.25262361396616895, 0.2526236139501414, 0.2526236139340978]","[0.24379729954749715, 0.3386865073959569, 0.2183277555616495, 0.25195736986068384, 0.2519573698496657, 0.25195736983863676, 0.25195736982759703, 0.2519573698165464, 0.25195736980548494, 0.25195736979441263, 0.25195736978332933, 0.25195736977223515, 0.2519573697611301, 0.2519573697500141, 0.25195736973888705, 0.2519573697277491, 0.2519573697166002, 0.25195736970544025, 0.25195736969426924, 0.25195736968308724, 0.2519573696718942, 0.25195736966069004, 0.2519573696494748, 0.2519573696382485, 0.25195736962701104, 0.2519573696157624, 0.2519573696045026, 0.25195736959323173, 0.2519573695819496, 0.2519573695706563]"
sigmoid,batch,0.001,"[5000, 128, 64, 90]",32,2.557325839996338,"{'Hamming Loss': array(0.01656657), 'Accuracy': array(0.36679537), 'Precision': array(0.37001287), 'Recall': array(0.30057501), 'F1 Score': array(0.33169888)}","{'Hamming Loss': array(0.01688933), 'Accuracy': array(0.35872806), 'Precision': array(0.360053), 'Recall': array(0.2903312), 'F1 Score': array(0.32145498)}","[0.7132779830710478, 0.23403476427765926, 0.300409183938658, 0.2998395494616348, 0.30484542193387704, 0.3046508531269075, 0.3044605249379981, 0.3042849509677816, 0.30416446534305375, 0.3041420877451471, 0.30413550854113675, 0.30412896477216683, 0.30412255102503755, 0.30411602634200263, 0.3041093483426871, 0.30410246310072686, 0.3040953265623549, 0.3040878868448203, 0.3040800836598601, 0.30407184513200985]","[0.2331790941338817, 0.29901681648529777, 0.2978467418671791, 0.30436089508953196, 0.3041886128251924, 0.3040204189892772, 0.30386632652401147, 0.3037643212648493, 0.30374858471745475, 0.30373133559542104, 0.30372088876521397, 0.3037062823445546, 0.30369411330247503, 0.30368016564802597, 0.3036669588252656, 0.30365286883375175, 0.3036388047014625, 0.303624111403855, 0.30360906849554803, 0.3035933674023888]"
sigmoid,batch,0.001,"[5000, 128, 64, 90]",32,3.8239083290100098,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.7663000143235222, 0.25196056172275655, 0.25097972112505057, 0.24988974049675725, 0.24896932762473464, 0.24920364339224124, 0.2505835566061831, 0.2495253903011973, 0.24895883741183056, 0.24924206521941644, 0.24926313118010912, 0.2509023999869542, 0.24985196771141305, 0.24894716532276662, 0.249197082992602, 0.2506412108249265, 0.24960160553854419, 0.2488755805795026, 0.24887873902504823, 0.24894050267978024, 0.24940591902851747, 0.24891546778440687, 0.24933014460566816, 0.248949332936046, 0.24961922584917645, 0.24881311544828014, 0.24883198259314487, 0.24903338138622472, 0.24922246602673587, 0.2511295668417827]","[0.25110887130921783, 0.2498459547775566, 0.24844178721388144, 0.24721582506185968, 0.24730970700062313, 0.24933795251437257, 0.24797263376816123, 0.24711479522228422, 0.24760273539808553, 0.24735842215779555, 0.24975246713543567, 0.2483995734817302, 0.24719712105498434, 0.24729754398951248, 0.2494205494338703, 0.24808095663063873, 0.24706331773697413, 0.2470976728303514, 0.24708252762939925, 0.24783485590057608, 0.24706059868465605, 0.24774133707612458, 0.24708088968795147, 0.24812274971876305, 0.2470242485472901, 0.24699300195978516, 0.2473649844125857, 0.24730920535365117, 0.2500853863592379, 0.24875681918689035]"
sigmoid,sgd,0.01,"[5000, 128, 90]",32,195.52399468421936,"{'Hamming Loss': array(0.00783641), 'Accuracy': array(0.51093951), 'Precision': array(0.97444832), 'Recall': array(0.43857815), 'F1 Score': array(0.60490267)}","{'Hamming Loss': array(0.00737183), 'Accuracy': array(0.5634316), 'Precision': array(0.9470981), 'Recall': array(0.49252137), 'F1 Score': array(0.64804077)}","[0.052033467822360666, 0.049219888441649075, 0.0475417921420477, 0.04550551651503109, 0.04414361566565881, 0.043234740746140886, 0.04246725352969419, 0.04175837833180493, 0.04110810333591836, 0.04051202146877204, 0.03977106834105994, 0.03894667917104004, 0.03818578363703617, 0.0374249631009566, 0.03661812118469228, 0.035809323558207144, 0.035079456537147315, 0.034421886718960217, 0.03377771834296817, 0.033227816815982476]","[0.04981815656862816, 0.04921853895855907, 0.04603203301021734, 0.04483979681767947, 0.043348895270278, 0.04252285569407884, 0.041700039265405185, 0.04250375489671755, 0.041279319929765454, 0.03997406498517978, 0.03984386996586205, 0.038564345571445516, 0.0379382081434815, 0.036803917996062835, 0.03608088567697885, 0.035483258124731, 0.034577127408363925, 0.03434633359612596, 0.033656670140441, 0.03306020716960047]"
sigmoid,sgd,0.01,"[5000, 128, 90]",32,293.99279594421387,"{'Hamming Loss': array(0.00715716), 'Accuracy': array(0.54697555), 'Precision': array(0.93761996), 'Recall': array(0.51071615), 'F1 Score': array(0.66125212)}","{'Hamming Loss': array(0.00701115), 'Accuracy': array(0.58827426), 'Precision': array(0.88360451), 'Recall': array(0.56570513), 'F1 Score': array(0.68978994)}","[0.05212464924370354, 0.04922288532707373, 0.04751654060481653, 0.0454562147624361, 0.044143140221303834, 0.04328417535488, 0.04255617580514018, 0.041909354934067555, 0.04119813996485829, 0.04057500789119845, 0.039870041272248684, 0.0391613746262016, 0.03832188883533783, 0.03752107889039912, 0.03673756237477732, 0.03593251332925002, 0.03517721090372679, 0.034514082368513735, 0.03384279372985376, 0.0332433190170399, 0.0327130503107465, 0.032150847899187755, 0.031745928608609836, 0.03127906514169251, 0.030848236743361523, 0.030451692137623144, 0.03008701522765956, 0.02971858552211378, 0.029348310210740573, 0.02904177092151472]","[0.04936574326089717, 0.04826196592744015, 0.0458858497177315, 0.04518049340532434, 0.04325752433272502, 0.04274657363198474, 0.04196510816384841, 0.04119546527436226, 0.04178433079318563, 0.03985231916955356, 0.039487422587258195, 0.03910728231592571, 0.03818987210320419, 0.03712994745832788, 0.03651879722133766, 0.03566761607353337, 0.035301828457465045, 0.03433850051300502, 0.03359643559994107, 0.03332232554055658, 0.032407109123368597, 0.032318686657539265, 0.0316980102498962, 0.03124389763282658, 0.030563310694219005, 0.030654321765468694, 0.03006005758312506, 0.029693169698196582, 0.029699060450201768, 0.029170599539990932]"
sigmoid,sgd,0.01,"[5000, 128, 64, 90]",32,249.9836986064911,"{'Hamming Loss': array(0.01011011), 'Accuracy': array(0.34491634), 'Precision': array(0.90048154), 'Recall': array(0.29325666), 'F1 Score': array(0.44242902)}","{'Hamming Loss': array(0.01031983), 'Accuracy': array(0.35110964), 'Precision': array(0.8319209), 'Recall': array(0.31463675), 'F1 Score': array(0.45658915)}","[0.05248580155809472, 0.050205564089893386, 0.05009325089543177, 0.04993240715756208, 0.04969705622092721, 0.04947529287807307, 0.04855765007126091, 0.04572387756679685, 0.04348956164531469, 0.04218949396946233, 0.04132801331320146, 0.04053372783003692, 0.03999927241824875, 0.039428727362156454, 0.03900962709164065, 0.03858470814688935, 0.03812243566925957, 0.03776839958046476, 0.037256019720490405, 0.03688655912766333]","[0.04982706283435541, 0.05009803212925086, 0.0495468631252196, 0.04992296497023897, 0.04958286260549056, 0.04889420134277188, 0.04695870113764848, 0.0444716473938616, 0.04246034935161176, 0.04327807744997937, 0.0407616362477752, 0.03995351755941539, 0.039267212408293804, 0.03924129113127102, 0.038758885600213566, 0.037776856829114316, 0.03832367327766994, 0.037347457680505916, 0.037757776832268476, 0.03688531117656129]"
sigmoid,sgd,0.01,"[5000, 128, 64, 90]",32,373.15558195114136,"{'Hamming Loss': array(0.00788646), 'Accuracy': array(0.52123552), 'Precision': array(0.90991903), 'Recall': array(0.4699425), 'F1 Score': array(0.61978628)}","{'Hamming Loss': array(0.00809319), 'Accuracy': array(0.52070222), 'Precision': array(0.83340527), 'Recall': array(0.51575855), 'F1 Score': array(0.63718858)}","[0.0527582440115806, 0.050313804507252945, 0.05004712476198531, 0.04985025572459541, 0.049755458848254365, 0.04940606149137808, 0.04812342693941664, 0.0452676878088719, 0.04325122625156754, 0.04202880489356727, 0.04121457358053666, 0.04054855254939658, 0.03997141653265615, 0.03948966625621021, 0.038998110360994355, 0.03850237777187805, 0.038134435049015376, 0.03777093512503517, 0.037309586818028775, 0.03696726642761395, 0.03644854698064257, 0.035906486470270935, 0.03542699592885186, 0.034967932087710686, 0.034395527446590135, 0.03389121862241832, 0.03328608359374162, 0.03278271146078995, 0.03226681376507614, 0.031765731106915676]","[0.050707773290027895, 0.04996650175984588, 0.049500658635110016, 0.049596275419504204, 0.04954381687285274, 0.04930436684187563, 0.04674725082512812, 0.043826617216657336, 0.04188718137345108, 0.041074193628197454, 0.04025479014900724, 0.040733920491261184, 0.039088517952600654, 0.040213758308035065, 0.038306026392128045, 0.0379893351271477, 0.03808139258612341, 0.037291741571893224, 0.03712530416583924, 0.03651304078409778, 0.03671727657831155, 0.03589717821045212, 0.03601087676247501, 0.034927480450386364, 0.034381851543990365, 0.034065635608515, 0.03355153260396428, 0.033029581771015934, 0.03249209217272913, 0.03299322964148068]"
sigmoid,sgd,0.001,"[5000, 128, 90]",32,196.24797105789185,"{'Hamming Loss': array(0.01274131), 'Accuracy': array(0.08558559), 'Precision': array(0.98518519), 'Recall': array(0.06952431), 'F1 Score': array(0.12988281)}","{'Hamming Loss': array(0.01109639), 'Accuracy': array(0.24180192), 'Precision': array(0.99863201), 'Recall': array(0.19497863), 'F1 Score': array(0.32625698)}","[0.07010129634111845, 0.04986368822742322, 0.04936288193915047, 0.04915919509683511, 0.04905378141709876, 0.0489917791395642, 0.048928349798404845, 0.04886911201034767, 0.04880869651054631, 0.04876622100187763, 0.04867008982459078, 0.048601442168070955, 0.04852713326791932, 0.048450444007576934, 0.04834611435192861, 0.048244704461730334, 0.048123470170882136, 0.04797917884393995, 0.047826803543843395, 0.04767727647701909]","[0.05057371559045257, 0.04960381469536905, 0.04935375698167026, 0.049232752272689674, 0.049200627536979576, 0.04899463201961448, 0.04890588108819976, 0.04893066041323638, 0.04883842923248936, 0.04869732363776067, 0.04869603941810773, 0.04864613022188762, 0.048511505155537815, 0.04844502750301896, 0.04830051973809798, 0.048215532630178116, 0.0480783236872407, 0.04791264187929541, 0.0478434539234041, 0.047582508685078385]"
sigmoid,sgd,0.001,"[5000, 128, 90]",32,293.73991107940674,"{'Hamming Loss': array(0.01086086), 'Accuracy': array(0.25482625), 'Precision': array(0.99497487), 'Recall': array(0.2070047), 'F1 Score': array(0.34270878)}","{'Hamming Loss': array(0.01032351), 'Accuracy': array(0.31136138), 'Precision': array(0.9989373), 'Recall': array(0.25106838), 'F1 Score': array(0.40128068)}","[0.06945914486540376, 0.049840044262225006, 0.04930588016534054, 0.04914842860268629, 0.04901062747225075, 0.04896134536172889, 0.04889389312084047, 0.04881667496181455, 0.048769781279897895, 0.04869392482189396, 0.048617454430457195, 0.04850362002286691, 0.04843233250541162, 0.04832348542733541, 0.048225214898439915, 0.04809283914098608, 0.04796711774966327, 0.047799390390665455, 0.047661404520936174, 0.047491390830323096, 0.04731105530420191, 0.04710442124141668, 0.04692229787653188, 0.04671597564991787, 0.04650284873309536, 0.04627990689068042, 0.046075665932288054, 0.04585847614193156, 0.04566390387065041, 0.04546774361113739]","[0.05056012251526707, 0.049540119674044064, 0.04926708944270383, 0.04908150932432158, 0.04928222020092771, 0.048982301101533066, 0.04907092537218182, 0.048806674287150985, 0.04872308023842937, 0.048668321588201856, 0.048556795821230854, 0.04858651280896124, 0.0484232971659342, 0.048363455216973245, 0.048180648419503404, 0.04803912803180034, 0.0479383134748683, 0.047793714657502984, 0.04756118308623187, 0.04738963361464274, 0.04722726712000824, 0.04695401568543136, 0.04675743075511972, 0.04659972723711558, 0.04634594962381874, 0.046168503918635126, 0.04584084303198289, 0.045735262310770845, 0.0454792291206613, 0.04527214757061852]"
sigmoid,sgd,0.001,"[5000, 128, 64, 90]",32,248.86602663993835,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.07444148700650902, 0.0496602433725515, 0.04933279732863924, 0.0492317378010795, 0.04918918585801664, 0.049157868431022426, 0.049155652657749745, 0.04914794936202955, 0.04914822294139645, 0.0491419727891138, 0.0491410188702253, 0.049111143796055946, 0.049124103184853225, 0.04912374321560579, 0.04913035932688395, 0.04911209645150834, 0.04911891920791897, 0.049116861745345984, 0.049097854613078605, 0.049120624580935315]","[0.050170887055884954, 0.04943154153697679, 0.04931685798806049, 0.04929920744002796, 0.049498028102741225, 0.049239808463967326, 0.04913237527973586, 0.04914446124272139, 0.049180411984284404, 0.04920719766832582, 0.049150825382311615, 0.04928187239753064, 0.04912063623236971, 0.04931311215629931, 0.049173026499645084, 0.049187617881178945, 0.04916648644166802, 0.049116643871758583, 0.04942508165613054, 0.04924622225399223]"
sigmoid,sgd,0.001,"[5000, 128, 64, 90]",32,370.86902236938477,"{'Hamming Loss': array(0.01367796), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","{'Hamming Loss': array(0.0137794), 'Accuracy': array(0.), 'Precision': 0, 'Recall': array(0.), 'F1 Score': 0}","[0.071988768029141, 0.049628594801748395, 0.04932036842849407, 0.04924652647327703, 0.04918445677898459, 0.04917470750821076, 0.04917909978457375, 0.04915962133044952, 0.04915466839879672, 0.04914226296461168, 0.04914287262559424, 0.04914035219326199, 0.049100362618779245, 0.04914275826256614, 0.04914646140063487, 0.049128762541595636, 0.04913373536116266, 0.04911948322888789, 0.049139847744553045, 0.04913779655629788, 0.04912812714195972, 0.049126458915492666, 0.0491081927471873, 0.049094845400474194, 0.0491216018225479, 0.049105847148408294, 0.04908793693245954, 0.0491056918950306, 0.049118318825867924, 0.049113172433500614]","[0.05004857503685448, 0.04963397383849364, 0.049311388068951426, 0.04930083270616967, 0.0492473464511769, 0.049490023668933285, 0.0492268202429777, 0.04915675517944599, 0.049143402627927095, 0.04920235133941353, 0.0492057184776641, 0.04914748137807054, 0.04923063508656662, 0.049149938773399085, 0.04915918423459625, 0.04916031864946065, 0.049127964388199066, 0.0492264806883154, 0.049256441374476864, 0.04912544461346513, 0.04915052315058106, 0.049320778621253676, 0.04936167345538413, 0.049178490033678565, 0.04909664781708754, 0.04914787509926016, 0.04940207036269712, 0.04915593517267969, 0.04916448820244911, 0.049127188270550445]"
